Name,Position Title,Agency Name,Agency Website,Nomination Date,Renomination,Confirmation Vote,Confirmed,Holdover
"Fowlkes, Jr., John Thomas",United States District Judge for the Western District of Tennessee,Federal Judiciary,Federal Judges (http://www.uscourts.gov),12/16/2011,,07-10-12,1,
"Miles, Patrick A.",United States Attorney for the Western District of Michigan,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),03/29/2012,,06/29/2012,1,
"Leonardo, John S.",United States Attorney for the District of Arizona,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),03/21/2012,,06/29/2012,1,
"Hainsworth, Jamie A.",United States Marshal for the District of Rhode Island,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),02-02-12,,06/29/2012,1,
"Lewis, Mary Geiger",United States District Judge for the District of South Carolina,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03/16/2011,,06/18/2012,1,
"Hurwitz, Andrew David",United States Circuit Judge for the Ninth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11-02-11,,06-12-12,1,
"Helmick, Jeffrey J.",United States District Judge for the Northern District of Ohio,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-11-11,,06-06-12,1,
"Hillman, Timothy S.",United States District Judge for the District of Massachusetts,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11/30/2011,,06-04-12,1,
"McLeese, Roy Wallace",Associate Judge of the District of Columbia Court of Appeals,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),11/17/2011,,05/25/2012,1,
"Watford, Paul J.",United States Circuit Judge for the Ninth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),10/17/2011,,05/21/2012,1,
"Russell, George Levi",United States District Judge for the District of Maryland,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11-10-11,,05/14/2012,1,
"Tharp, John J.",United States District Judge for the Northern District of Illinois,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11-10-11,,05/14/2012,1,
"Lee, John Z.",United States District Judge for the Northern District of Illinois,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11-10-11,,05-07-12,1,
"Baker, Kristine Gerhard",United States District Judge for the Eastern District of Arkansas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),11-02-11,,05-07-12,1,
"Nguyen, Jacqueline H.",United States Circuit Judge for the Ninth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09/22/2011,,05-07-12,1,
"Guaderrama, David Campos",United States District Judge for the Western District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09/14/2011,,04/26/2012,1,
"Costa, Gregg Jeffrey",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09-08-11,,04/26/2012,1,
"Wimes, Brian C.",United States District Judge for the Eastern and Western Districts of Missouri,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09/22/2011,,04/23/2012,1,
"Thacker, Stephanie Dawn",United States Circuit Judge for the Fourth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),09-08-11,,04/16/2012,1,
"Davis, Gregory K.",United States Attorney for the Southern District of Mississippi,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),06/29/2011,,03/29/2012,1,
"Erby, Dennis J.",United States Marshal for the Northern District of Mississippi,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),05-04-11,,03/29/2012,1,
"Du, Miranda",United States District Judge for the District of Nevada,Federal Judiciary,Federal Judges (http://www.uscourts.gov),08-02-11,,03/28/2012,1,
"Morgan, Susie",United States District Judge for the Eastern District of Louisiana,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-07-11,,03/28/2012,1,
"Abrams, Ronnie",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/28/2011,,03/22/2012,1,
"Contreras, Rudolph",United States District Judge for the District of Columbia,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/28/2011,,03/22/2012,1,
"Nuffer, David",United States District Judge for the District of Utah,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06/29/2011,,03/22/2012,1,
"Fitzgerald, Michael Walter",United States District Judge for the Central District of California,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/20/2011,,03/15/2012,1,
"Groh, Gina Marie",United States District Judge for the Northern District of West Virginia,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05/19/2011,,03/15/2012,1,
"Rice, Thomas Owen",United States District Judge for the Eastern District of Washington,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06/29/2011,,03-06-12,1,
"Phillips, Mary Elizabeth",United States District Judge for the Western District of Missouri,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-07-11,,03-06-12,1,
"Brodie, Margo Kitsy",United States District Judge for the Eastern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-07-11,,02/27/2012,1,
"Furman, Jesse M.",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06-07-11,,02/17/2012,1,
"Jordán, Adalberto José",United States Circuit Judge for the Eleventh Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),08-02-11,,02/15/2012,1,
"Bencivengo, Cathy Ann",United States District Judge for the Southern District of California,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-11-11,,02-09-12,1,
"Gerrard, John M.",United States District Judge for the District of Nebraska,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,01/23/2012,1,
"Christen, Morgan",United States Circuit Judge for the Ninth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05/18/2011,,12/15/2011,1,
"Carter, Jr., Andrew L.",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05/19/2011,,12-05-11,1,
"Gilstrap, James Rodney",United States District Judge for the Eastern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05/19/2011,,12-05-11,1,
"Christensen, Dana L.",United States District Judge for the District of Montana,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,12-05-11,1,
"Ramos, Edgardo",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,12-05-11,1,
"Droney, Christopher",United States Circuit Judge for the Second Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,11/28/2011,1,
"Hughes, Michael A.",United States Marshal for the Superior Court of the District of Columbia,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),09/22/2011,,11/18/2011,1,
"Easterly, Catharine Friend",Associate Judge of the District of Columbia Court of Appeals,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),08-02-11,,11/18/2011,1,
"Dayson, Danya",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),07-11-11,,11/18/2011,1,
"Krauthamer, Peter",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),07-11-11,,11/18/2011,1,
"McCabe, John",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),07-11-11,,11/18/2011,1,
"Beckwith, Corinne Ann",Associate Judge of the District of Columbia Court of Appeals,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),03/31/2011,,11/18/2011,1,
"Rogers, Yvonne Gonzalez",United States District Judge for the Northern District of California,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,11/15/2011,1,
"Gleason, Sharon L.",United States District Judge for the District of Alaska,Federal Judiciary,Federal Judges (http://www.uscourts.gov),04-06-11,,11/15/2011,1,
"Wallach, Evan Jonathan",United States Circuit Judge for the Federal Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),07/28/2011,,11-08-11,1,
"Andrews, Richard G.",United States District Judge for the District of Delaware,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-11-11,,11-03-11,1,
"Skavdahl, Scott Wesley",United States District Judge for the District of Wyoming,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02/16/2011,,11-03-11,1,
"Higginson, Stephen",United States Circuit Judge for the Fifth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-09-11,,10/31/2011,1,
"Frank, Steven",United States Marshal for the Western District of Pennsylvania,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),06/23/2011,,10/21/2011,1,
"Pane, Martin",United States Marshal for the Middle District of Pennsylvania,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),06/23/2011,,10/21/2011,1,
"Webb, David",United States Marshal for the Eastern District of Pennsylvania,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),06/23/2011,,10/21/2011,1,
"Scola, Jr., Robert N.",United States District Judge for the Southern District of Florida,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,10/19/2011,1,
"Hornak, Mark Raymond",United States District Judge for the Western District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,10/19/2011,1,
"Mariani, Robert David",United States District Judge for the Middle District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,10/19/2011,1,
"Bissoon, Cathy",United States District Judge for the Western District of Pennsylvania,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,10/17/2011,1,
"Forrest, Katherine B.",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),05-04-11,,10/13/2011,1,
"Hickey, Susan Owens",United States District Judge for the Western District of Arkansas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),04-06-11,,10/13/2011,1,
"Nathan, Alison J.",United States District Judge for the Southern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03/31/2011,,10/13/2011,1,
"Triche-Milazzo, Jane Margaret",United States District Judge for the Eastern District of Louisiana,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03/16/2011,,10-11-11,1,
"Guerin Zipps, Jennifer",United States District Judge for the District of Arizona,Federal Judiciary,Federal Judges (http://www.uscourts.gov),06/23/2011,,10-03-11,1,
"Kuntz, William Francis",United States District Judge for the Eastern District of New York,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03-09-11,,10-03-11,1,
"Brown, Nannette Jolivette",United States District Judge for the Eastern District of Louisiana,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03-02-11,,10-03-11,1,
"Torresen, Nancy",United States District Judge for the District of Maine,Federal Judiciary,Federal Judges (http://www.uscourts.gov),03-02-11,,10-03-11,1,
"Floyd, Henry",United States Circuit Judge for the Fourth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01/26/2011,,10-03-11,1,
"Marmolejo, Marina Garcia",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,10-03-11,1,
"Barlow, David",United States Attorney for the District of Utah,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),08-02-11,,09/26/2011,1,
"Bales, John Malcolm",United States Attorney for the Eastern District of Texas,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),06/28/2011,,09/26/2011,1,
"Magidson, Kenneth",United States Attorney for the Southern District of Texas,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),06/28/2011,,09/26/2011,1,
"Saldana, Sarah",United States Attorney for the Northern District of Texas,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),06/28/2011,,09/26/2011,1,
"Spooner, Edward M.",United States Marshal for the Northern District of Florida,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),05-04-11,,09/26/2011,1,
"Marshall, S. Amanda",United States Attorney for the District of Oregon,"Office of the U.S. Attorneys, Department of Justice",DOJ-USA (http://www.justice.gov/usao),03-02-11,,09/26/2011,1,
"Cain, Timothy M.",United States District Judge for the District of South Carolina,Federal Judiciary,Federal Judges (http://www.uscourts.gov),02/16/2011,,09/20/2011,1,
"Ross, John Andrew",United States District Judge for the Eastern District of Missouri,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,09/20/2011,1,
"Donald, Bernice Bouie",United States Circuit Judge for the Sixth Circuit,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01-05-11,,09-06-11,1,
"Johnson, Clayton D.",United States Marshal for the Northern District of Oklahoma,"U.S. Marshals Service, Department of Justice",DOJ-USM (http://www.usmarshals.gov),03-02-11,,08-02-11,1,
"Di Toro, Jennifer A.",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),02-03-11,,08-02-11,1,
"Williams, Yvonne M.",Associate Judge of the Superior Court of the District of Columbia,District of Columbia Courts,D.C. Judges (http://www.dccourts.gov/dccourts/index.jsp),02-03-11,,08-02-11,1,
"Ramos, Nelva Gonzales",United States District Judge for the Southern District of Texas,Federal Judiciary,Federal Judges (http://www.uscourts.gov),01/26/2011,,08-02-11,1,
